Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180,,
632,0.108967474,0.16986312,0.228952655,0.265829146,0.341041568,0.409208406,0.436322202,0.44967816,0.454052859,0.166982548,0.262799544,0.358095962,0.409095839,0.529997264,0.64636401,0.697786932,0.7266186,0.736496541,0.039476199,0.059353456,0.066512145,0.074370557,0.079306019,0.33549451,0.352244533,0.398625543,0.443961463,0.540628885,0.500054935,0.175237229,0.203076571,0.21500315,0.268099563,0.311692861,0.262125426,0.113174884,0.14299503,0.165227062,0.178027189,0.187224878,0.188561281,0.033080002,0.047793906,0.053471942,0.058135403,0.064953383,0.067410354,0.775152728,0.810649875,0.83075236,1.415847096,1.490184776,1.53625561,0.30361857,0.358227503,0.346784475,0.37599154,0.032344345,0.037091661,0.037251201,0.041368468,0.057402716,0.080768993,0.096654014,0.113029991,0.13104077,0.138761993,0.198013562,0.252546177,0.280020057,0.301822066,0.094374288,0.10862965,0.16210898,0.188025821,0.151803331,,
633,0.108109788,0.168568014,0.227270267,0.263906242,0.338704268,0.406574057,0.433621977,0.446979086,0.45138968,0.165722726,0.260880005,0.355568682,0.406260406,0.526507466,0.642412472,0.692830225,0.721568901,0.731492495,0.039127498,0.059283568,0.065942279,0.07374583,0.078655461,0.32288606,0.349305106,0.3908018,0.440416041,0.520310152,0.496253532,0.177288877,0.207207142,0.213272552,0.270511789,0.314394516,0.260116437,0.112939206,0.14364449,0.170262877,0.182375364,0.194416421,0.189884329,0.032780838,0.047375117,0.053012998,0.05765396,0.064432692,0.066872583,0.769340741,0.804849966,0.824876451,1.406348001,1.480447817,1.526276763,0.305925834,0.355016658,0.352201871,0.373201895,0.032521595,0.036691009,0.037750237,0.04096648,0.056962506,0.08011692,0.09598557,0.112184371,0.144123058,0.137553914,0.196270409,0.249752136,0.277688302,0.299363063,0.093489881,0.107620484,0.160733497,0.186552874,0.148696907,,
634,0.107275113,0.167302234,0.225611932,0.261996995,0.336354818,0.40388705,0.430837035,0.444168787,0.448595004,0.16449679,0.25900239,0.353078793,0.403443587,0.523002057,0.638499694,0.687803082,0.716449822,0.726431276,0.038781639,0.059103955,0.065376002,0.073125183,0.078008616,0.309720733,0.346386746,0.383008925,0.436897215,0.499100355,0.492479761,0.178704749,0.210642153,0.21154999,0.271808315,0.315583038,0.25811628,0.112553419,0.144446308,0.175353064,0.206080132,0.202416867,0.191246764,0.032478244,0.046955638,0.052555494,0.057170037,0.063904058,0.06633722,0.76402828,0.799439196,0.819398311,1.397152408,1.471048582,1.516657568,0.307880386,0.350442883,0.356986355,0.370412312,0.032661041,0.036149607,0.038172152,0.040562824,0.056529508,0.079475078,0.095350023,0.111351662,0.158048437,0.136354232,0.194540433,0.246888993,0.275373194,0.296921312,0.092611952,0.106761239,0.159401321,0.185103038,0.146234427,,
635,0.10645131,0.166050102,0.223966881,0.260097242,0.334007867,0.401187647,0.428028012,0.441325148,0.445759029,0.163286526,0.257145112,0.350609569,0.400640027,0.51949955,0.634569479,0.682722659,0.711286736,0.721343719,0.038438313,0.058821774,0.064813311,0.072508382,0.077365692,0.296028276,0.343488366,0.375281348,0.433405374,0.477046339,0.488733466,0.179444173,0.213348673,0.209835835,0.271943326,0.31519189,0.256125404,0.111982174,0.146262989,0.180418891,0.211500799,0.21122037,0.192622507,0.032165628,0.046531984,0.052092698,0.056678362,0.063364268,0.065801906,0.758798635,0.794109297,0.814039962,1.388007562,1.461746221,1.507376342,0.309434802,0.348810212,0.366539086,0.367626366,0.032758419,0.035905289,0.039097576,0.040160756,0.056099061,0.078843352,0.094729407,0.11053254,0.172775086,0.135163803,0.192823576,0.243957864,0.273074241,0.294495822,0.091741205,0.106053524,0.158113096,0.183676518,0.144407054,,
636,0.105632518,0.164805815,0.222332774,0.258210155,0.331676857,0.398507462,0.425239331,0.438503859,0.442947174,0.162083784,0.255299078,0.348155029,0.397854902,0.516019566,0.630695281,0.678882658,0.707346055,0.717322498,0.038097483,0.058444642,0.064254188,0.071895425,0.076727097,0.281834475,0.340609343,0.367650268,0.429939777,0.454191158,0.485015003,0.179469086,0.215294952,0.2081293,0.270872062,0.313160382,0.254142479,0.11288567,0.147928616,0.189013946,0.21539142,0.219068488,0.193984978,0.031846566,0.046101618,0.051623666,0.056177946,0.062812633,0.06524468,0.753189097,0.788210716,0.808098863,1.378544888,1.452106021,1.497903545,0.310572617,0.346887557,0.373638453,0.364859772,0.032812611,0.035632808,0.039758528,0.039762896,0.055675566,0.078221227,0.094150613,0.109725847,0.188256502,0.133981946,0.191118659,0.240959473,0.270792141,0.29208778,0.09094558,0.105498128,0.15687042,0.182272729,0.143201438,,
637,0.104818947,0.163569952,0.220708402,0.256336166,0.329361677,0.395847006,0.422472067,0.435704142,0.440156883,0.160888235,0.253464268,0.345715657,0.395088159,0.512563212,0.626876104,0.675166625,0.703534206,0.713462685,0.037759299,0.057979872,0.063698615,0.071286277,0.076092838,0.267166712,0.337750556,0.360148486,0.426501894,0.430576236,0.4813225,0.178742459,0.216451639,0.206430075,0.268553344,0.309427089,0.252167572,0.113231097,0.149440519,0.196804427,0.217740032,0.225748072,0.195205484,0.031525807,0.045668449,0.051145932,0.055669541,0.062251154,0.064648162,0.747657469,0.782503378,0.802375241,1.369375201,1.442753443,1.488599527,0.311308138,0.344636246,0.37827631,0.362111873,0.032825609,0.035327972,0.040155486,0.039369081,0.05525876,0.07760864,0.093614959,0.108931728,0.204445622,0.132808929,0.189426684,0.237893746,0.268526008,0.289695312,0.09019944,0.105095883,0.155673524,0.180891508,0.142604654,,
638,0.104010593,0.162341201,0.219094874,0.254474774,0.327062249,0.393205569,0.419725535,0.432925954,0.437388717,0.15969951,0.251640577,0.343291798,0.392338637,0.509129768,0.623112223,0.671457108,0.69973582,0.709628608,0.037423747,0.057434621,0.063146576,0.070681129,0.075462422,0.252049214,0.334911381,0.35280578,0.423089397,0.406241473,0.477657483,0.177228128,0.216789747,0.204738092,0.264945093,0.303935814,0.250200612,0.112931291,0.150797421,0.203183495,0.218536878,0.231242929,0.195855374,0.031228668,0.045258071,0.050696104,0.055194894,0.061735167,0.064131276,0.742453519,0.777193035,0.797146592,1.360388472,1.433569115,1.47939608,0.311683903,0.342035778,0.380513682,0.35938306,0.032802713,0.034989214,0.040297326,0.038979254,0.054848398,0.077005495,0.093123201,0.10814959,0.221292699,0.131644061,0.187747569,0.234762092,0.266276507,0.287320132,0.089465984,0.104848542,0.154523387,0.179532304,0.142599989,,
639,0.103219886,0.161141978,0.217522022,0.252665729,0.324834853,0.390657798,0.417084943,0.430262343,0.434740896,0.158537217,0.249859416,0.340928381,0.389665636,0.505801814,0.619540177,0.667754181,0.695950147,0.705819318,0.037090808,0.056815905,0.062598442,0.070079962,0.074836064,0.236504855,0.332091199,0.345655016,0.419703645,0.381223917,0.474019833,0.17489109,0.216282806,0.203053359,0.260007503,0.296628777,0.248240403,0.111973466,0.151996712,0.208127258,0.217775433,0.235539975,0.195937643,0.030942021,0.044864846,0.050263069,0.054733175,0.061240426,0.063620234,0.73717936,0.771805254,0.791888441,1.351065452,1.4240025,1.469741152,0.311577311,0.339085049,0.380477833,0.356673683,0.03273058,0.034616353,0.040198997,0.03859329,0.054444048,0.07641148,0.092675678,0.107379581,0.238746523,0.130488224,0.18608084,0.231564422,0.264042759,0.284961229,0.08874556,0.104756482,0.153420843,0.178194912,0.143170407,,
640,0.102476178,0.16001862,0.216058719,0.250996133,0.322799739,0.388363103,0.414730888,0.42791009,0.43242073,0.157443606,0.248190594,0.338727763,0.387197146,0.502760303,0.616241819,0.664058525,0.692179418,0.702035567,0.036760291,0.056130281,0.062053999,0.069482962,0.074214384,0.220555198,0.329290409,0.338726095,0.416343473,0.355559771,0.470409319,0.171697912,0.214903851,0.201374798,0.253702813,0.287451602,0.246287349,0.110344596,0.153036513,0.211615133,0.215448174,0.238629117,0.195446976,0.03065337,0.044470497,0.0498294,0.054269681,0.06074157,0.063109538,0.731805457,0.766277566,0.786496605,1.342235186,1.414998603,1.460628679,0.310767088,0.335798616,0.378356191,0.353982153,0.032584191,0.034211143,0.039883036,0.038211007,0.054045688,0.075825908,0.092273122,0.106526312,0.167012993,0.129341046,0.184426446,0.228301705,0.261825033,0.282618482,0.088037361,0.104819859,0.152366534,0.17687918,0.144295095,,
641,0.101743143,0.158911986,0.214617787,0.249354329,0.320801213,0.386115244,0.412429139,0.425613825,0.430158597,0.156365569,0.24654582,0.336560653,0.384769671,0.499772819,0.61224342,0.660375751,0.688426772,0.698282172,0.036432661,0.055384998,0.061513225,0.068890316,0.073596717,0.204222119,0.326508428,0.332048472,0.413009195,0.32928087,0.466825244,0.167615222,0.212627635,0.199702065,0.245991048,0.276349481,0.244340624,0.108032302,0.153915437,0.213631325,0.211551778,0.240500234,0.194379184,0.030362222,0.044066143,0.04938884,0.053800252,0.060237597,0.062589616,0.726507123,0.760836592,0.781092589,1.333708405,1.406285077,1.451626035,0.30959265,0.332212221,0.374395282,0.351309827,0.032401267,0.033777157,0.039377376,0.03783253,0.05365288,0.075248899,0.091916063,0.105669979,0.171516274,0.128202137,0.18278463,0.224973833,0.259623265,0.280291394,0.087341982,0.105040297,0.151360708,0.175578696,0.145825853,,
642,0.100551697,0.157111881,0.212271616,0.246680635,0.317540379,0.38244168,0.408661457,0.4218488,0.42644484,0.154607423,0.243862314,0.333022676,0.380802666,0.49488391,0.608006354,0.656728931,0.684718791,0.694583051,0.036107584,0.054586305,0.060976294,0.068301567,0.072983693,0.187524101,0.323745118,0.325651775,0.409701189,0.302419335,0.463267386,0.16261059,0.209430708,0.19803585,0.2368351,0.263266637,0.242400686,0.105997802,0.154631909,0.214161954,0.206080478,0.24114747,0.192729924,0.030069756,0.043665142,0.0489488,0.053323833,0.059727519,0.062068287,0.721364047,0.755773181,0.775720878,1.324631699,1.396931092,1.4421746,0.308175478,0.328375285,0.368893498,0.348654613,0.032194694,0.033320172,0.038715275,0.037457419,0.053265391,0.074656935,0.091605002,0.104816623,0.175323852,0.12707178,0.181155339,0.221581721,0.257437333,0.277981157,0.086658831,0.105333989,0.150360084,0.174292555,0.147790386,,
643,0.099539658,0.155586986,0.210291399,0.244437384,0.314823699,0.379414663,0.405583758,0.418799555,0.423460256,0.153113176,0.241586292,0.330032706,0.377470383,0.490805822,0.603949747,0.653091657,0.68102536,0.690909177,0.035785196,0.053740682,0.060443558,0.067716932,0.072374821,0.170479629,0.321000374,0.319566796,0.406418162,0.275003027,0.459736741,0.156651478,0.205288673,0.196375092,0.226195142,0.248147977,0.240465879,0.103920569,0.183415871,0.21319503,0.199030574,0.240564505,0.190495118,0.029780231,0.043270047,0.048510988,0.052850779,0.059224701,0.061546999,0.716352582,0.750676917,0.770564383,1.315534267,1.387550337,1.432768165,0.306661423,0.324355631,0.362200608,0.346018854,0.031980511,0.032846956,0.037935867,0.037086108,0.05288282,0.074019074,0.091339948,0.103965721,0.178415692,0.125949902,0.179538128,0.218125921,0.2554397,0.275941824,0.085987808,0.105696952,0.149406072,0.173026478,0.150199945,,
644,0.098541737,0.154082917,0.208338255,0.242224986,0.312144242,0.376430751,0.402549941,0.415794798,0.420519673,0.151638916,0.239340887,0.327083373,0.374183646,0.486784458,0.59988136,0.649462566,0.677346038,0.687260054,0.035465316,0.052854771,0.059914426,0.06713677,0.07177054,0.153104696,0.318273593,0.313820962,0.403160565,0.247061336,0.456232542,0.149705604,0.200178868,0.194719838,0.214032091,0.230933746,0.238536669,0.101727768,0.175651373,0.210721995,0.190395931,0.238747979,0.187670888,0.029505277,0.042893334,0.048099578,0.052409656,0.058741281,0.061046163,0.711336572,0.745604903,0.765329996,1.307121349,1.378930051,1.424157783,0.305220904,0.320224684,0.354211119,0.343402158,0.031776696,0.032365113,0.037017446,0.036718583,0.052503283,0.073384102,0.090973038,0.103117849,0.180772873,0.124948448,0.177932558,0.215640909,0.2535609,0.273960361,0.085328586,0.106204597,0.148499469,0.17177927,0.153024037,,
645,0.097564659,0.15261005,0.206426582,0.240061185,0.309524403,0.373512862,0.399583776,0.412856246,0.417643589,0.150195934,0.237142825,0.32419727,0.370968482,0.482850825,0.595930433,0.645840825,0.6736795,0.683633976,0.03514824,0.051934255,0.059389248,0.066560644,0.071170807,0.135414962,0.315565171,0.30844436,0.399927613,0.218618488,0.452755207,0.1417404,0.194078274,0.19306935,0.200305426,0.211563872,0.236612656,0.099456017,0.16811297,0.206733876,0.183205515,0.232328708,0.184253319,0.029230178,0.042513092,0.047686281,0.051968075,0.058256719,0.060542728,0.706138308,0.740329232,0.759972546,1.298621875,1.370168141,1.415504968,0.304044121,0.315746741,0.344951027,0.340805076,0.031603838,0.031845657,0.035954344,0.036354566,0.052055716,0.072751379,0.090227828,0.102272178,0.182378796,0.12396802,0.176464084,0.213679994,0.251711403,0.272009113,0.084681037,0.10685677,0.147641078,0.170551452,0.156229111,,
646,0.096610886,0.151172755,0.204560786,0.237950669,0.306970234,0.370669952,0.396694229,0.409994411,0.414842183,0.148787017,0.234996838,0.321380469,0.367832338,0.479017227,0.592001236,0.642226736,0.670027509,0.68003032,0.034833789,0.050985329,0.05886781,0.065989158,0.070575153,0.117425861,0.312874539,0.303464287,0.396720246,0.189698101,0.44930337,0.134520861,0.186963442,0.19138009,0.188411263,0.197105416,0.234693071,0.097140743,0.16080184,0.199013577,0.176649687,0.221370547,0.180193474,0.028954448,0.042133219,0.047272068,0.051526139,0.057770491,0.060038004,0.700989573,0.735078809,0.754627176,1.289832655,1.361101378,1.406411979,0.298065289,0.311253258,0.335392777,0.338226399,0.030939386,0.031325748,0.034861696,0.035994201,0.051608654,0.072120691,0.089484742,0.101428784,0.183217599,0.123003789,0.17509282,0.211794574,0.249889718,0.270087327,0.084040911,0.107651958,0.146830694,0.169341865,0.159780922,,
647,0.095673693,0.149760839,0.202728476,0.235878758,0.304463156,0.367881984,0.393861819,0.407190265,0.412097851,0.147402384,0.2328891,0.318613265,0.364753426,0.475253402,0.588079503,0.638618802,0.666387735,0.676451385,0.034521935,0.05001392,0.058350661,0.065421861,0.069984407,0.099150428,0.310202028,0.298908738,0.393537191,0.160322163,0.445878655,0.129303345,0.178811587,0.189658866,0.180513262,0.190457145,0.232778352,0.094817633,0.15371819,0.189667237,0.170017578,0.210430003,0.176099725,0.028681883,0.041758495,0.046865125,0.051090243,0.057289583,0.059550459,0.696155985,0.730112083,0.749662882,1.281335745,1.352341455,1.397471159,0.289025213,0.306858848,0.326052163,0.335665554,0.029963442,0.030817124,0.033794302,0.035637208,0.051157663,0.071488215,0.088735438,0.100582769,0.183275288,0.122055335,0.173744673,0.209989526,0.248096905,0.268193973,0.083409062,0.108589197,0.146068817,0.16815072,0.163641237,,
648,0.094753177,0.148374129,0.200928983,0.233844741,0.302003285,0.365147525,0.391086094,0.404444003,0.409411934,0.14604181,0.230817765,0.315895261,0.361730286,0.471559366,0.584163972,0.635018527,0.662760989,0.672896281,0.03421283,0.049025809,0.057837219,0.064859136,0.06939813,0.080600298,0.307546612,0.294806478,0.390379383,0.130513313,0.442479104,0.124352448,0.16959889,0.187960993,0.1731886,0.183954779,0.230863753,0.092522913,0.146863359,0.180292708,0.163391715,0.199559415,0.172088293,0.028408045,0.041380855,0.046452955,0.050650598,0.056805388,0.059051603,0.691306353,0.725142188,0.744663537,1.27315964,1.343960308,1.38883859,0.281542632,0.302692284,0.317495933,0.333122382,0.029153344,0.030332717,0.032812194,0.035283563,0.050691195,0.07083931,0.087950134,0.099721203,0.182539157,0.121122821,0.172419425,0.20826736,0.246331431,0.266329631,0.08278822,0.109666689,0.14535618,0.166977516,0.167772361,,
649,0.093848515,0.147010625,0.199160043,0.231845327,0.299586275,0.362462358,0.388361907,0.401749642,0.406778929,0.144704724,0.228781655,0.313223125,0.358758844,0.467929088,0.580248242,0.631415921,0.659137506,0.669342553,0.033906584,0.048026659,0.057328001,0.064300533,0.068816505,0.061787442,0.304908197,0.291184882,0.387245556,0.100287786,0.439106256,0.119693953,0.15929987,0.186286286,0.166468629,0.177686754,0.228935054,0.090292655,0.140237238,0.17095156,0.156852167,0.18880966,0.168182427,0.028143949,0.041016008,0.046051842,0.050224007,0.056341437,0.058577231,0.686320263,0.720051528,0.739596802,1.264717931,1.33531246,1.380116313,0.27401049,0.298896745,0.310340761,0.330597228,0.028345516,0.029887389,0.031980725,0.034933778,0.050229464,0.07019771,0.087172525,0.098868682,0.180996724,0.120206097,0.171115883,0.20663286,0.244593541,0.26449365,0.082177805,0.110883237,0.144692605,0.16582114,0.172132492,,
650,0.092957061,0.145667501,0.197417519,0.229875642,0.297204287,0.359815715,0.385677685,0.399097394,0.404186602,0.143387431,0.226775845,0.310589964,0.355830052,0.464351841,0.576326406,0.626331985,0.654042041,0.664367982,0.033602742,0.047022195,0.056822979,0.063746648,0.068239459,0.042723368,0.302287145,0.288071129,0.384136088,0.069665969,0.43575936,0.115354439,0.147887958,0.184635328,0.160389265,0.171744556,0.227031246,0.088162819,0.133839576,0.161704537,0.15047927,0.178230674,0.164402681,0.02788384,0.040655679,0.045655341,0.049803241,0.055885415,0.05811266,0.681297706,0.714987687,0.73450371,1.256175252,1.32661036,1.371016293,0.263622674,0.295629041,0.305253242,0.328089493,0.027249292,0.029496866,0.031370371,0.03458756,0.049773169,0.069563782,0.086402523,0.098024686,0.178164645,0.119304749,0.169834557,0.205089238,0.242882153,0.262684958,0.081577986,0.112236836,0.144078546,0.16468212,0.176679129,,
651,0.092081677,0.144348014,0.195705857,0.227941937,0.294867082,0.35722132,0.383047194,0.39649882,0.401649602,0.142093053,0.2248047,0.308004156,0.352954807,0.46084099,0.572454759,0.621392822,0.649099569,0.659548306,0.033301859,0.046017487,0.056321953,0.06319722,0.067667009,0.023416222,0.299816284,0.285491567,0.381050829,0.038663195,0.432438296,0.111362842,0.137893571,0.183008276,0.15498797,0.166221271,0.225151403,0.086169902,0.127670154,0.152611335,0.144351268,0.16787101,0.160771834,0.027627098,0.040299098,0.045261394,0.04938713,0.055432733,0.057652543,0.676367033,0.709981907,0.729500921,1.247970645,1.318220784,1.362406385,0.252987841,0.293061376,0.302949513,0.325599986,0.026129487,0.029178613,0.031056569,0.034245032,0.049321758,0.068937269,0.085639857,0.097190148,0.173572229,0.118418369,0.168574552,0.20364119,0.241197488,0.260903799,0.08098794,0.113725175,0.143501303,0.16347682,0.178968283,,
652,0.091257049,0.143103867,0.194090539,0.226117461,0.292660191,0.354768283,0.3805605,0.394042167,0.399250958,0.140871633,0.222942999,0.305559694,0.350237673,0.457520561,0.568667114,0.617037797,0.644765478,0.655357218,0.033003483,0.045017885,0.055825257,0.06265225,0.067099501,0.003876399,0.297506945,0.283473267,0.377989568,0.007295302,0.4291434,0.107751502,0.133947993,0.181404242,0.150308318,0.161216236,0.22329613,0.084290057,0.121727664,0.143730605,0.138546406,0.157779182,0.157311639,0.02737267,0.039945939,0.044871581,0.04897642,0.054986007,0.057213951,0.671838244,0.705186328,0.724887223,1.239998366,1.310043532,1.354224503,0.242225038,0.291376998,0.304193305,0.323127212,0.024998204,0.028951393,0.03111955,0.033906568,0.048875546,0.068317681,0.084884741,0.096364277,0.168758271,0.117547405,0.167336353,0.202291857,0.239538908,0.259149482,0.080407853,0.114015965,0.142352685,0.162198797,0.180066683,,
