Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180
722,0.004104963,0.005251037,0.006260297,0.006845976,0.008082054,0.009322378,0.00997403,0.010441105,0.010766664,0.005276613,0.006772547,0.008105978,0.00879757,0.010417868,0.012106423,0.013006473,0.013672737,0.014215635,0.00260558,0.002867788,0.003260763,0.003509525,0.003690731,0.007489199,0.008119382,0.008613631,0.009169324,0.009648398,0.009924139,0.00530249,0.005718606,0.00613267,0.00652925,0.006772258,0.007036986,0.004240755,0.004638612,0.004993257,0.005289388,0.005529463,0.005763831,0.002109106,0.002648571,0.002859501,0.003039031,0.003316779,0.00342486,0.012377748,0.012954703,0.013380694,0.017516345,0.018391774,0.019057125,0.006196016,0.007299086,0.007940458,0.008175482,0.001902121,0.002085456,0.002217164,0.002275633,0.003246626,0.003682771,0.004135732,0.004474592,0.004686335,0.005081026,0.005825916,0.00645056,0.007095037,0.00750438,0.004180992,0.004798015,0.005375583,0.005572907,0.006117552
723,0.00409053,0.005233051,0.006239469,0.006823567,0.008056838,0.009295054,0.009946103,0.010413057,0.010738773,0.005258891,0.006750356,0.008080145,0.008770019,0.010386727,0.012072414,0.012972099,0.013638064,0.014181244,0.002597825,0.002861633,0.003250236,0.003498361,0.003679236,0.007469711,0.008095462,0.008593159,0.00914758,0.009620347,0.009901771,0.005288222,0.005701058,0.006113729,0.006506608,0.006751771,0.007017812,0.004227128,0.004623398,0.004976964,0.005272346,0.005511856,0.005742843,0.002101454,0.002639406,0.002849828,0.003028977,0.003306247,0.003414166,0.012340899,0.012917238,0.013343025,0.017466723,0.018341192,0.01900612,0.006170493,0.007285815,0.007914393,0.008148741,0.001894164,0.002081353,0.002208771,0.00226691,0.003237155,0.003671215,0.004124517,0.004462842,0.004671915,0.005066208,0.005807717,0.006437535,0.007073123,0.007481695,0.004168837,0.004784483,0.005361525,0.005574061,0.006099091
724,0.004076101,0.00521507,0.006218649,0.006801168,0.008031636,0.009267749,0.009918198,0.010385034,0.01071091,0.005241174,0.00672817,0.00805432,0.00874248,0.010355603,0.012038428,0.012937794,0.013603464,0.014146926,0.002590102,0.002855565,0.003239753,0.003487244,0.003667787,0.00745033,0.008071634,0.008573047,0.009126096,0.009592397,0.009879669,0.005273673,0.005683604,0.006094863,0.0064838,0.006731363,0.006998356,0.004213567,0.004608256,0.004960749,0.005255381,0.005494326,0.005721839,0.002093818,0.002630268,0.002840184,0.003018943,0.00329572,0.003403495,0.012304127,0.012879849,0.013305414,0.017417211,0.018290706,0.018955181,0.006144554,0.007275014,0.007888469,0.008122856,0.00188609,0.002078026,0.00220043,0.002258479,0.003227725,0.003659709,0.004113261,0.004451053,0.004657558,0.005051453,0.005789595,0.006424194,0.007051295,0.007459098,0.004156731,0.004770902,0.005347454,0.005574546,0.006080692
725,0.004061897,0.005197365,0.006198146,0.006779119,0.008006827,0.009240871,0.009890733,0.010357458,0.010683498,0.005223722,0.006706314,0.008028878,0.008715355,0.010324946,0.012004466,0.012903818,0.013569178,0.0141129,0.002582409,0.00284957,0.003229315,0.003476172,0.003656385,0.007431032,0.008047897,0.008553242,0.009104814,0.009564546,0.009857775,0.005258853,0.005666219,0.006076071,0.006460844,0.006711034,0.006978626,0.004200071,0.004593185,0.00494461,0.005238491,0.005476872,0.005700836,0.002086219,0.002621176,0.002830584,0.003008967,0.003285236,0.003392862,0.012267392,0.012842495,0.013267799,0.017367757,0.018240266,0.018904237,0.006118322,0.007266927,0.007862686,0.008098012,0.001877936,0.002075552,0.00219214,0.002250399,0.003218335,0.003648254,0.004101959,0.004439216,0.004643263,0.005036761,0.005771551,0.006410545,0.007029554,0.007436588,0.004144675,0.004757261,0.005333351,0.005574348,0.006062353
726,0.004048275,0.005180357,0.006178436,0.006757929,0.007982965,0.009214982,0.009864269,0.010330875,0.010657074,0.005206959,0.006685302,0.008004399,0.008689254,0.010295415,0.01197167,0.012870798,0.013535789,0.014079689,0.002574747,0.002843634,0.003218922,0.003465147,0.003645029,0.007411792,0.008024251,0.008533695,0.009083679,0.009536795,0.009836033,0.005243771,0.005648902,0.006057354,0.006437761,0.006690783,0.006958633,0.00418664,0.004578187,0.004928547,0.005221676,0.005459494,0.00567985,0.002078684,0.002612146,0.002821048,0.002999063,0.003274828,0.003382324,0.012230767,0.012805253,0.01323047,0.017318446,0.01818997,0.018853643,0.006091921,0.007261809,0.007837047,0.008074403,0.001869742,0.002074009,0.002183902,0.002242734,0.003208986,0.003636848,0.004090604,0.004427325,0.004629029,0.005022131,0.005753583,0.006396595,0.007007899,0.007414165,0.004132669,0.004743551,0.005319202,0.005573454,0.006044074
727,0.004034805,0.005163529,0.006158926,0.006736948,0.007959327,0.009189315,0.00983802,0.010304495,0.010630847,0.005190375,0.006664509,0.007980164,0.008663406,0.010266151,0.011939687,0.012837813,0.013502432,0.014046507,0.002567115,0.002837745,0.003208573,0.003454166,0.003633718,0.007392588,0.008000696,0.008514361,0.009062639,0.009509143,0.009814388,0.005228438,0.005631653,0.006038711,0.006414572,0.006670611,0.006938388,0.004173273,0.004563259,0.004912559,0.005204936,0.005442191,0.005658899,0.002071176,0.002603137,0.002811544,0.002989186,0.003264454,0.003371821,0.012194417,0.012768312,0.013193325,0.01726948,0.018140054,0.018803298,0.006065477,0.007259924,0.007811552,0.008052231,0.001861547,0.00207348,0.002175715,0.002235551,0.003199677,0.003625492,0.004079191,0.004415375,0.004614858,0.005007565,0.005735691,0.006382352,0.006986329,0.00739183,0.004120711,0.004729764,0.005304992,0.005571857,0.006025855
728,0.00402134,0.005146706,0.006139419,0.006715968,0.007935685,0.009163638,0.009811757,0.010278098,0.010604599,0.005173798,0.006643721,0.007955933,0.008637559,0.010236884,0.011907724,0.012804862,0.013469108,0.014013355,0.002559513,0.00283189,0.003198268,0.003443231,0.003622453,0.007373399,0.007977231,0.008495192,0.009041642,0.00948159,0.009792792,0.005212865,0.005614471,0.006020142,0.006391299,0.006650516,0.0069179,0.00415997,0.004548403,0.004896647,0.005188271,0.005424963,0.005637998,0.002063695,0.002594151,0.002802073,0.002979335,0.003254114,0.003361354,0.012158161,0.012731464,0.013156276,0.01722063,0.018090254,0.018753066,0.006039118,0.00726155,0.007786204,0.008031703,0.001853391,0.002074051,0.002167581,0.002228917,0.003190409,0.003614185,0.004067714,0.004403359,0.004600749,0.004993061,0.005717876,0.006367824,0.006964847,0.007369583,0.004108801,0.004715893,0.005290707,0.005569546,0.006007694
729,0.004007879,0.005129888,0.006119916,0.006694989,0.00791204,0.009137952,0.00978548,0.010251683,0.01057833,0.005157226,0.006622938,0.007931706,0.008611713,0.010207612,0.011875769,0.012771945,0.013435815,0.013980233,0.002551941,0.002826056,0.003188007,0.00343234,0.003611234,0.007354207,0.007953856,0.008476147,0.009020642,0.009454135,0.009771194,0.005197063,0.005597358,0.006001648,0.006367964,0.0066305,0.006897184,0.004146732,0.004533618,0.004880809,0.00517168,0.005407811,0.005617165,0.002056269,0.002585235,0.002792661,0.002969546,0.003243857,0.003350925,0.012121999,0.012694711,0.013119322,0.017171896,0.01804057,0.018702947,0.006012972,0.007266974,0.007761005,0.008013035,0.001845314,0.002075811,0.0021595,0.002222904,0.00318118,0.003602927,0.00405617,0.004391272,0.004586702,0.004978619,0.005700138,0.00635302,0.00694345,0.007347422,0.00409694,0.00470193,0.005276334,0.005566515,0.005989591
730,0.003994423,0.005113075,0.006100416,0.00667401,0.00788839,0.009112257,0.009759189,0.01022525,0.01055204,0.005140659,0.006602161,0.007907483,0.008585867,0.010178337,0.011843823,0.012739062,0.013402555,0.01394714,0.002544398,0.002820233,0.003177791,0.003421494,0.003600059,0.007334991,0.007930571,0.008457184,0.008999595,0.009426778,0.00974955,0.005181043,0.005580311,0.005983227,0.00634459,0.006610562,0.00687625,0.004133557,0.004518903,0.004865046,0.005155162,0.005390733,0.005596415,0.002048912,0.002576389,0.00278334,0.002959846,0.003233686,0.003340575,0.012086061,0.012658182,0.013082494,0.017123442,0.017991171,0.018653018,0.005987168,0.007276495,0.007735955,0.007996453,0.001837355,0.002078852,0.002151472,0.002217584,0.00317199,0.003591717,0.004044553,0.00437911,0.004572716,0.00496424,0.005682476,0.006337947,0.006922139,0.007325349,0.004085127,0.004687871,0.00526186,0.005562759,0.005971544
731,0.003980972,0.005096267,0.00608092,0.006653032,0.007864737,0.009086552,0.009732884,0.0101988,0.010525729,0.005124098,0.006581389,0.007883264,0.008560022,0.010149058,0.011811886,0.012706214,0.013369327,0.013914077,0.002536884,0.002814408,0.003167618,0.003410692,0.00358893,0.007315736,0.007907375,0.008438263,0.008978459,0.009399519,0.009727818,0.005164819,0.005563332,0.00596488,0.006321202,0.006590701,0.006855114,0.004120446,0.004504258,0.004849357,0.005138719,0.00537373,0.005575764,0.002041568,0.002567566,0.00277403,0.00295016,0.00322353,0.003330241,0.012050217,0.012621733,0.013045745,0.017075113,0.017941875,0.018603183,0.005961838,0.007278537,0.007713927,0.007982186,0.001829555,0.002080636,0.002144419,0.002213034,0.00316284,0.003580556,0.00403286,0.004366868,0.004558793,0.004949923,0.00566489,0.006322615,0.006900914,0.007303362,0.004073361,0.004673711,0.005247276,0.005558275,0.005953555
732,0.003967525,0.005079464,0.006061428,0.006632055,0.007841081,0.009060839,0.009706565,0.010172333,0.010499397,0.005107543,0.006560623,0.007859049,0.008534177,0.010119775,0.011779957,0.012673399,0.013336132,0.013881044,0.0025294,0.002808572,0.003157488,0.003399935,0.003577844,0.007296426,0.007884268,0.008419348,0.008957195,0.009372357,0.009705957,0.005148404,0.005546421,0.005946607,0.006297824,0.006570917,0.006833789,0.004107398,0.004489683,0.004833742,0.005122348,0.005356801,0.00555523,0.002034238,0.002558766,0.002764733,0.002940488,0.003213389,0.003319924,0.012014412,0.012585309,0.013009036,0.017026833,0.017892612,0.018553389,0.005937113,0.007248994,0.007697585,0.007970474,0.001821957,0.00207166,0.00213924,0.002209331,0.003153728,0.003569443,0.004021088,0.004354543,0.004544932,0.004935668,0.00564738,0.006307031,0.006879775,0.007281463,0.004061643,0.004659445,0.005232572,0.005553059,0.00593562
733,0.003954082,0.005062667,0.00604194,0.006611079,0.007817421,0.009035116,0.009680232,0.010145847,0.010473044,0.005090993,0.006539862,0.007834837,0.008508334,0.010090488,0.011748037,0.012640619,0.013302968,0.01384804,0.002521945,0.002802715,0.003147402,0.003389221,0.003566804,0.007277046,0.00786125,0.008400403,0.008935768,0.009345293,0.00968393,0.00513181,0.005529576,0.005928408,0.006274483,0.006551211,0.006812291,0.004094414,0.004475178,0.0048182,0.005106051,0.005339947,0.005534827,0.002026921,0.002549987,0.002755447,0.002930829,0.003203263,0.003309623,0.011978725,0.012549001,0.012972483,0.0169787,0.01784348,0.018503785,0.005913128,0.007218135,0.007678219,0.007961563,0.001814599,0.002062274,0.00213316,0.002206556,0.003144656,0.003558378,0.004009235,0.004342131,0.004531133,0.004921476,0.005629945,0.006291204,0.006858722,0.00725965,0.004049972,0.004645072,0.005217737,0.005547113,0.005917742
734,0.003940644,0.005045874,0.006022455,0.006590103,0.007793757,0.009009384,0.009653885,0.010119344,0.01044667,0.005074449,0.006519107,0.007810629,0.008482491,0.010061197,0.011716125,0.012607873,0.013269837,0.013815066,0.002514519,0.002796827,0.003137359,0.003378552,0.003555807,0.007257583,0.00783832,0.008381394,0.008914143,0.009318325,0.009661703,0.005115054,0.005512798,0.005910282,0.006251205,0.006531581,0.006790634,0.004081492,0.004460743,0.004802732,0.005089826,0.005323166,0.005514572,0.002019651,0.002541278,0.002746253,0.002921246,0.003193193,0.003299414,0.011943374,0.012513037,0.012936343,0.016930991,0.017794782,0.018454691,0.005890017,0.007186047,0.007655934,0.007955707,0.001807526,0.002052506,0.002126211,0.002204793,0.003135622,0.003547361,0.003997298,0.00432963,0.004517396,0.004907346,0.005612587,0.006275144,0.006837754,0.007237925,0.004038347,0.004630589,0.005202764,0.005540437,0.005899917
735,0.003927211,0.005029086,0.006002974,0.006569128,0.007770089,0.008983642,0.009627524,0.010092824,0.010420275,0.005057911,0.006498357,0.007786426,0.008456649,0.010031903,0.011684221,0.012575162,0.013236738,0.013782121,0.002507121,0.002790899,0.003127359,0.003367925,0.003544854,0.007238025,0.007815477,0.008362291,0.008892292,0.009291454,0.009639244,0.005098149,0.005496087,0.00589223,0.006228018,0.006512029,0.006768836,0.004068633,0.004446377,0.004787336,0.005073674,0.005306459,0.005494481,0.002012468,0.002532634,0.002737122,0.002911776,0.003183227,0.003289312,0.011908091,0.012477132,0.01290022,0.01688337,0.017746163,0.018405628,0.005867917,0.007152821,0.007630847,0.007953166,0.001800778,0.002042384,0.00211843,0.002204127,0.003126626,0.003536391,0.003985275,0.004317037,0.004503721,0.004893277,0.005595304,0.006258858,0.006816872,0.007216286,0.004026769,0.004615996,0.005187647,0.005533034,0.005882146
736,0.003913782,0.005012304,0.005983497,0.006548154,0.007746418,0.008957891,0.009601149,0.010066286,0.010393859,0.005041378,0.006477612,0.007762225,0.008430807,0.010002604,0.011652327,0.012542484,0.013203671,0.013749206,0.002499753,0.002784923,0.003117402,0.003357342,0.003533944,0.007218362,0.007792723,0.008343065,0.008870186,0.009264679,0.009616524,0.00508111,0.005479443,0.005874251,0.00620495,0.006492553,0.006746914,0.004055836,0.004432079,0.004772012,0.005057594,0.005289825,0.00547457,0.002005321,0.002524027,0.002728029,0.002902327,0.003173304,0.003279244,0.011872892,0.012441312,0.012864116,0.016835855,0.01769766,0.01835659,0.005846963,0.007118551,0.007603094,0.007954211,0.001794399,0.002031939,0.002109858,0.002204646,0.003117669,0.003525468,0.003973166,0.004304351,0.004490109,0.00487927,0.005578096,0.006242356,0.006796076,0.007194733,0.004015238,0.004601292,0.005172378,0.005524908,0.005864429
737,0.003900358,0.004995527,0.005964023,0.00652718,0.007722743,0.008932131,0.009574759,0.01003973,0.010367422,0.00502485,0.006456873,0.007738029,0.008404966,0.009973302,0.01162044,0.012509841,0.013170636,0.013716321,0.002492412,0.002778891,0.003107488,0.003346802,0.003523078,0.007198585,0.007770056,0.008323687,0.0088478,0.009238,0.009593516,0.005063955,0.005462865,0.005856345,0.00618203,0.006473153,0.006724885,0.004043102,0.00441785,0.00475676,0.005041586,0.005273264,0.005454853,0.001998183,0.002515441,0.002718966,0.002892897,0.003163382,0.0032692,0.011837746,0.012405536,0.012828174,0.016788407,0.017649225,0.018307769,0.005827296,0.007083338,0.007572824,0.007932392,0.00178843,0.002021202,0.002100542,0.00219775,0.003108749,0.003514592,0.00396097,0.00429157,0.004476558,0.004865326,0.005560964,0.006225647,0.006775364,0.007173267,0.004003752,0.004586478,0.005156952,0.005516066,0.005846764
738,0.003886938,0.004978754,0.005944553,0.006506207,0.007699065,0.008906362,0.009548356,0.010013157,0.010340964,0.005008329,0.006436139,0.007713837,0.008379126,0.009943996,0.011588563,0.012477232,0.013137633,0.013683465,0.002485101,0.002772796,0.003097616,0.003336305,0.003512255,0.007178685,0.007747475,0.008304132,0.008825113,0.009211416,0.009570197,0.005046698,0.005446353,0.005838513,0.006159288,0.00645383,0.006702769,0.00403043,0.00440369,0.00474158,0.005025649,0.005256777,0.005435347,0.001991061,0.002506876,0.00270993,0.002883484,0.003153484,0.003259175,0.011802808,0.012369992,0.012792495,0.016741222,0.017601053,0.018259283,0.005809055,0.00704729,0.007540203,0.007899527,0.001782915,0.002010209,0.002090532,0.002187268,0.003099867,0.003503762,0.003948686,0.004278693,0.004463071,0.004851442,0.005543906,0.00620874,0.006754738,0.007151887,0.003992313,0.004571556,0.005141366,0.005506515,0.005829151
739,0.003873523,0.004961987,0.005925087,0.006485235,0.007675383,0.008880583,0.009521939,0.009986566,0.010314485,0.004991813,0.006415411,0.007689648,0.008353287,0.009914686,0.011556693,0.012444657,0.013104663,0.013650639,0.002477818,0.00276663,0.003087786,0.00332585,0.003501476,0.007158657,0.007724982,0.008284377,0.008802105,0.009184928,0.009546547,0.005029358,0.005429909,0.005820754,0.006136755,0.006434583,0.006680585,0.004017819,0.004389598,0.004726471,0.005009784,0.005240362,0.005416067,0.001983958,0.002498334,0.002700916,0.00287409,0.003143611,0.003249171,0.011768075,0.012334673,0.012756948,0.0166943,0.017553179,0.018210963,0.005792381,0.007010517,0.007505414,0.007865905,0.001777898,0.001998993,0.002079884,0.002176547,0.003091023,0.003492979,0.003936315,0.004265721,0.004449646,0.00483762,0.005526924,0.006191644,0.006734197,0.007130593,0.003980919,0.004556528,0.005125616,0.005496264,0.005811589
740,0.003860113,0.004945225,0.005905625,0.006464264,0.007651697,0.008854796,0.009495508,0.009959957,0.010287985,0.004975302,0.006394689,0.007665463,0.008327448,0.009885372,0.011524832,0.012412116,0.013071724,0.013617843,0.002470563,0.002760387,0.003077998,0.003315438,0.003490738,0.007138494,0.007702574,0.0082644,0.00877876,0.009158535,0.009522546,0.005011953,0.00541353,0.005803068,0.006114462,0.006415411,0.006658353,0.00400527,0.004375573,0.004711432,0.004993989,0.005224019,0.005397029,0.001976948,0.00248988,0.002691993,0.0028648,0.003133859,0.003239263,0.011733393,0.012299394,0.01272141,0.01664744,0.017505351,0.018162651,0.005777416,0.006973134,0.007468652,0.007831631,0.001773423,0.001987591,0.002068659,0.00216562,0.003082216,0.003482242,0.003923858,0.004252652,0.004436283,0.00482386,0.005510016,0.00617437,0.006713741,0.007109385,0.003969571,0.004541399,0.005109699,0.005485324,0.005794078
741,0.003847543,0.004929467,0.005887291,0.006444489,0.007629312,0.008830315,0.009470374,0.009934589,0.010262701,0.004959789,0.006375182,0.007642653,0.00830305,0.00985761,0.01149298,0.012379401,0.013038621,0.013584895,0.002463337,0.002754062,0.003068252,0.003305068,0.003480043,0.007118193,0.007680253,0.008244183,0.008755065,0.009132236,0.009498181,0.0049945,0.005397217,0.005785456,0.006092442,0.006396315,0.006636094,0.003992782,0.004361616,0.004696465,0.004978266,0.005207749,0.005378248,0.001969983,0.002481473,0.002683113,0.002855562,0.003124154,0.003229384,0.01169876,0.012264156,0.012685883,0.016600645,0.017457569,0.018114347,0.005764305,0.006935265,0.007430131,0.007796817,0.001769533,0.001976043,0.002056922,0.002154527,0.003073446,0.003471551,0.003911316,0.004239488,0.004422983,0.00481016,0.005493183,0.006156926,0.00669337,0.007088263,0.003958268,0.004526173,0.005093615,0.005473709,0.005776618
742,0.003835095,0.004913865,0.005869131,0.006424897,0.007607113,0.008806032,0.009445425,0.009909408,0.010237588,0.00494442,0.006355851,0.007620042,0.00827886,0.009830072,0.011461136,0.012346712,0.013005543,0.01355197,0.002456139,0.002747649,0.003058548,0.00329474,0.003469391,0.007097751,0.007658018,0.008223707,0.008731007,0.009106033,0.009473436,0.004977017,0.005380971,0.005767916,0.006070728,0.006377295,0.00661383,0.003980355,0.004347726,0.004681567,0.004962612,0.00519155,0.005359738,0.00196303,0.002473088,0.002674253,0.002846346,0.003114466,0.003219524,0.011664287,0.012229055,0.012650587,0.016554047,0.017409983,0.018066323,0.005745798,0.006897036,0.00739008,0.00776158,0.001763916,0.001964389,0.002044742,0.002143306,0.003064713,0.003460906,0.003898691,0.00422623,0.004409747,0.004796522,0.005476424,0.006139322,0.006673083,0.007067226,0.00394701,0.004510854,0.005077362,0.005461431,0.005759207
743,0.003822651,0.004898267,0.005850975,0.006405309,0.007584917,0.008781752,0.009420475,0.009884227,0.010212473,0.004929054,0.006336524,0.007597434,0.008254673,0.009802536,0.011429318,0.012314051,0.012972489,0.013519066,0.002448969,0.002741143,0.003048885,0.003284453,0.00345878,0.007077166,0.007635868,0.008202956,0.008706581,0.009079924,0.009448304,0.004959526,0.00536479,0.00575045,0.006049354,0.00635835,0.006591582,0.003967989,0.004333904,0.004666739,0.004947029,0.005175423,0.005341516,0.001956089,0.002464724,0.002665413,0.002837155,0.003104795,0.003209683,0.011630027,0.01219415,0.012615383,0.016507717,0.017362615,0.018018428,0.005724587,0.006858578,0.007348742,0.007726039,0.001757435,0.001952669,0.002032195,0.002131997,0.003056017,0.003450307,0.003885985,0.004212879,0.004396573,0.004782944,0.005459739,0.006121568,0.006652881,0.007046275,0.003935798,0.00449545,0.005060941,0.005448507,0.005741845
744,0.003810209,0.004882674,0.005832825,0.006385726,0.007562723,0.008757474,0.009395525,0.009859046,0.010187356,0.004913692,0.006317201,0.00757483,0.008230489,0.009775003,0.011399222,0.012281416,0.01293946,0.013486183,0.002441828,0.00273454,0.003039264,0.003274209,0.003448212,0.007056439,0.007613804,0.008181918,0.008681779,0.009053908,0.009422777,0.004942045,0.005348676,0.005733057,0.006028355,0.00633948,0.006569374,0.003955684,0.004320148,0.004651981,0.004931515,0.005159368,0.005323596,0.001949159,0.002456388,0.002656598,0.002827993,0.003095135,0.003199847,0.011595839,0.012159321,0.01258025,0.016461475,0.017315351,0.017970616,0.005703465,0.006820028,0.007306377,0.007690322,0.001750983,0.001940929,0.002019361,0.002120643,0.003047357,0.003439753,0.003873201,0.004199437,0.004383463,0.004769427,0.005443129,0.006103675,0.006632763,0.007025409,0.00392463,0.004479968,0.005044353,0.005434953,0.005724531
745,0.00379777,0.004867085,0.00581468,0.006366148,0.007540531,0.008733198,0.009370575,0.009833865,0.010162237,0.004898334,0.006297881,0.00755223,0.008206309,0.009747472,0.011369109,0.012248807,0.012906455,0.013453323,0.002434715,0.002727837,0.003029684,0.003264006,0.003437685,0.007035571,0.007591824,0.008160581,0.0086566,0.009027987,0.009396849,0.004924596,0.005332627,0.005715737,0.006007767,0.006320686,0.006547231,0.003943439,0.004306458,0.004637292,0.004916071,0.005143384,0.005305993,0.001942242,0.002448077,0.002647816,0.002818865,0.003085494,0.003190042,0.011561723,0.012124568,0.012545189,0.016415319,0.017268191,0.017922889,0.005682432,0.00678153,0.007263261,0.007654558,0.00174456,0.001929213,0.002006323,0.002109289,0.003038733,0.003429244,0.003860342,0.004185907,0.004370416,0.004755971,0.005426592,0.006085651,0.006612728,0.007004628,0.003913506,0.004464416,0.005027602,0.00542079,0.005707266
746,0.003785334,0.004851502,0.005796539,0.006346573,0.007518341,0.008708924,0.009345624,0.009808684,0.010137115,0.004882979,0.006278566,0.007529634,0.008182132,0.009719944,0.01133898,0.012216226,0.012873475,0.013420484,0.002427631,0.00272103,0.003020145,0.003253844,0.003427199,0.007014564,0.00756993,0.008138935,0.008631044,0.009002159,0.00937052,0.004907198,0.005316644,0.00569849,0.005987626,0.006301966,0.006525176,0.003931254,0.004292834,0.004622672,0.004900697,0.00512747,0.005288722,0.001935434,0.002439858,0.002639143,0.002809832,0.003076003,0.00318041,0.011527753,0.01208997,0.012510312,0.016369355,0.017221242,0.017875395,0.005661489,0.006743229,0.007219684,0.007618885,0.001738167,0.001917568,0.001993172,0.002097979,0.003030146,0.00341878,0.003847412,0.004172292,0.004357432,0.004742575,0.005410128,0.006067508,0.006592778,0.006983932,0.003902428,0.004448802,0.00501069,0.005406036,0.005690048
747,0.003772901,0.004835924,0.005778404,0.006327003,0.007496153,0.008684653,0.009320673,0.009783503,0.010111992,0.004867627,0.006259255,0.007507042,0.008157959,0.009692419,0.011308835,0.012183671,0.012840519,0.013387667,0.002420575,0.002714116,0.003010646,0.003243723,0.003416755,0.006993422,0.00754812,0.008116972,0.008605115,0.008976425,0.00934379,0.004889875,0.005300727,0.005681316,0.005967969,0.00628332,0.006503234,0.003919129,0.004279277,0.00460812,0.004885391,0.005111628,0.005271798,0.001928688,0.002431718,0.002630521,0.002800838,0.003066575,0.003170858,0.011494041,0.012055624,0.012475759,0.016323718,0.017174613,0.017828309,0.005640634,0.00670528,0.007175953,0.007583441,0.001731802,0.001906043,0.00198,0.002086762,0.003021595,0.00340836,0.003834416,0.004158595,0.004344513,0.004729239,0.005393738,0.006049256,0.006572911,0.006963321,0.003891394,0.004433138,0.004993622,0.005390715,0.005672877
748,0.003760472,0.00482035,0.005760274,0.006307437,0.007473967,0.008660383,0.009295722,0.009758322,0.010086866,0.004852279,0.006239948,0.007484454,0.008133789,0.009664896,0.011278673,0.012151143,0.012807588,0.013354872,0.002413548,0.002707094,0.003001188,0.003233642,0.003406351,0.00697215,0.007526394,0.008094687,0.008578818,0.008950784,0.009316662,0.004872648,0.005284875,0.005664216,0.005948834,0.00626475,0.006481432,0.003907063,0.004265785,0.004593637,0.004870154,0.005095856,0.005255235,0.001921949,0.002423589,0.002621911,0.002791861,0.003057154,0.003161305,0.011460391,0.012021351,0.012441266,0.016278159,0.017128055,0.017781324,0.005619867,0.006667839,0.007132392,0.007548372,0.001725467,0.001894687,0.001966906,0.002075685,0.00301308,0.003397986,0.003821358,0.004144821,0.004331657,0.004715963,0.005377422,0.006030904,0.006553128,0.006942794,0.003880404,0.004417434,0.004976402,0.005374851,0.005655752
749,0.003748045,0.004804781,0.005742148,0.006287876,0.007451783,0.008636116,0.00927077,0.009733141,0.010061738,0.004836935,0.006220645,0.00746187,0.008109622,0.009637375,0.011248495,0.012119802,0.012775805,0.013323167,0.002406549,0.002699961,0.002991771,0.003223603,0.003395989,0.006950755,0.007504752,0.008072076,0.008552162,0.008925236,0.009289144,0.004855539,0.00526909,0.005647188,0.005930262,0.006246253,0.006459797,0.003895057,0.004252358,0.004579221,0.004854985,0.005080154,0.005239048,0.001915216,0.00241547,0.002613313,0.002782901,0.00304774,0.003151751,0.011426796,0.01198712,0.012406839,0.016232669,0.017081546,0.017734431,0.005599187,0.006631069,0.007089336,0.007513829,0.00171916,0.001883552,0.001953995,0.0020648,0.0030046,0.003387656,0.003808243,0.004130973,0.004318866,0.004702746,0.005361178,0.006012464,0.006533428,0.006922351,0.003869459,0.004401701,0.004959038,0.005358467,0.005638674
750,0.003735621,0.004789217,0.005724028,0.006268318,0.007429602,0.008611851,0.009245818,0.00970796,0.010036608,0.004821594,0.006201345,0.00743929,0.008085459,0.009609857,0.011218301,0.012089406,0.012744938,0.013292333,0.002399579,0.002692717,0.002982393,0.003213604,0.003385667,0.006929244,0.007483194,0.008049138,0.008525158,0.008899781,0.009261244,0.004838573,0.005253369,0.005630234,0.00591229,0.006227831,0.006438356,0.003883111,0.004238997,0.004564872,0.004839884,0.005064522,0.005223251,0.001908489,0.002407361,0.002604727,0.002773958,0.003038332,0.003142194,0.011393379,0.011953065,0.012372494,0.016187409,0.017035278,0.017687649,0.005578595,0.006595138,0.007047142,0.007479966,0.001712883,0.001872692,0.001941374,0.002054158,0.002996156,0.00337737,0.003795077,0.004117056,0.004306139,0.00468959,0.005345007,0.005993946,0.006513811,0.006901992,0.003858558,0.004385953,0.004941536,0.005341592,0.005621641
